Protein ID,H26_Exponential_vs_H26_Stationary,H26_Exponential_vs_H26_Stationary_PEP,H26_Exponential_vs_HVABI_Exponential,H26_Exponential_vs_HVABI_Exponential_PEP,H26_Exponential_vs_HVLON3_Exponential,H26_Exponential_vs_HVLON3_Exponential_PEP,H26_Stationary_vs_HVABI_Stationary,H26_Stationary_vs_HVABI_Stationary_PEP,H26_Stationary_vs_HVLON3_Stationary,H26_Stationary_vs_HVLON3_Stationary_PEP
HVO_C0044 [D4H0D2] PLD domain protein,0.0,1.0,0.0,1.0,0.0,1.0,2.1049786057329025,0.0003750058594665928,1.020530098233919,1.0
HVO_C0043 [D4H0D1] conserved hypothetical protein,1.7054781339025031,0.5514476352102304,-1.19370261966271,0.5917748292441345,-0.2744084025527783,0.9135847199614971,-1.1230593305413474,0.11334461532050644,-1.3150515625873007,0.17308723661045067
HVO_C0042 [D4H0D0] helicase domain protein,0.7217397631566318,0.13415617300071536,-0.6752999081946063,0.02698149570748931,-0.4471327048593554,0.43037016858863764,-0.8136413220981029,0.07330008112154707,-0.6751743453739938,0.025567190607974744
HVO_C0040 [D4H0C8] site-specific DNA-methyltransferase (cytosine-specific),1.23385789265267,0.6784162360498378,-1.5995061756770264,0.5658828146225133,0.07978758388005097,0.9132670059781298,-2.671960833829054,0.04367846397401687,-0.04811444497697766,0.6205500556903041
HVO_C0034 [D4H0C2] hypothetical protein,8.825943192897794,1.0,0.25982617876588954,0.6742961053385201,10.14142381305081,1.0,0.0,1.0,0.0,1.0
HVO_C0017 [D4H0A7] (parA1) ParA domain protein,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
HVO_C0009 [D4H0A0] hypothetical protein,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
HVO_C0001 [D4H092] (orc10) Orc1-type DNA replication protein,0.7459076730257941,0.7444380521259926,-1.2060806333402994,0.5830455688227707,-0.2722504891292017,0.9311951734363701,-1.8876862593113675,0.28302047455430823,-2.008248695134027,0.27711580070981645
HVO_B0382 [D4GQ28] (tbp3) TATA-binding transcription initiation factor,1.2281783133906519,0.7507426411018093,-0.13523299448012763,0.7337300825494337,-0.08741882578086713,0.922136135677655,0.3417032270560756,0.522860423352077,-0.3925765917746652,0.6388969320772013
HVO_B0376 [D4GQ22] probable oxidoreductase (aldo-keto reductase family protein),0.11555303142837448,0.8414877006769385,0.40585779100707947,0.6397620496180627,-0.24985982135546028,0.8691412989789774,0.6299281977679144,0.2615043633380959,0.3770167628217246,0.5801592561990976
HVO_B0375 [D4GQ21] Spo0M family protein,0.7332365054390315,0.7512420879671136,-2.4071387862803886,0.30830804743200724,1.1334741183827677,0.7888525194781246,-2.7028490013358377,0.04367846397401687,-0.6482955086998892,0.5434831033714638
HVO_B0371 [D4GQ18] (aldH1) aldehyde dehydrogenase,-0.5300239147372787,0.730154806414733,-0.10829408994742044,0.7297964219617521,-0.11373578180345709,0.9419831941928718,1.2347925050694024,0.06776100903092297,0.061537505173870646,0.5992817611462451
HVO_B0369 [D4GQ16] ABC-type transport system periplasmic substrate-binding protein (probable substrate molybdate),-1.9959509442511199,0.6904221271764557,0.7765460715381743,0.6333987054062327,-0.6599414524576319,0.8985599502480265,0.8636215091012079,0.0011252984678358224,0.26183198194127016,0.5441621784054922
HVO_B0365 [D4GQ12] (dmsC) dimethylsulfoxide reductase subunit C,-3.331616191420321,0.6933648334221576,-1.8614696031391929,0.6266320176401959,-1.573154601584268,0.895910780669145,2.758991435377378,0.4439467130225483,2.8569938223159546,0.5414431055208608
HVO_B0364 [D4GQ11] (dmsB) dimethylsulfoxide reductase subunit B,32.63226456514848,1.0,0.8601584541100156,0.6311529187222549,1.5469658256223109,0.9006522596968501,0.0,1.0,0.0,1.0
HVO_B0363 [D4GQ10] (dmsA) dimethylsulfoxide reductase subunit A,-1.839651816607246,0.00864890426471876,1.9522225011158192,0.0008303601573121933,0.3152951183922402,0.9047029492108746,2.1221517527331657,0.0003750058594665928,1.7924232366466861,0.0005492080087362572
HVO_B0359 [D4GQ06] YidE family protein,-0.9826015946593685,0.6988929514359858,1.6204186083500418,0.5267711465489757,-1.2488168639053696,0.9109017696127274,1.953343115221572,0.37423789136181385,1.6228946330945755,0.5692985409331865
HVO_B0358 [D4GQ05] conserved hypothetical protein,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
HVO_B0354 [D4GQ01] conserved hypothetical protein,-1.4066300564484573,0.3641910037710425,1.071119394408604,0.2483178431075298,0.05607002055779123,0.9223274020803508,2.17298000362288,0.0003750058594665928,1.0865685982005096,0.3615297317730245
HVO_B0352 [D4GPZ9] cupin 2 barrel domain protein,0.800651120984172,0.7141678027173595,-0.7039468456003972,0.6365901757915139,0.09298633290138805,0.9057464189004125,-1.4149886047747646,0.4961606615475487,-1.2754127122807666,0.5352980465088921
HVO_B0348 [D4GPZ5] dihydrodipicolinate synthase family protein,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
HVO_B0345 [D4GPZ2] homolog to mandelate racemase / homolog to muconate lactonizing enzyme,-1.1325972387472927,0.6826616917062751,-0.3306954131776023,0.6976590869216169,-0.013300585525875763,0.923935788364314,0.6234030809020413,0.4733328299137819,0.654509967744334,0.6120355183782933
HVO_B0338 [D4GPY5] probable hydro-lyase (homolog to altronate dehydratase),-1.2540282104852882,0.7043400159460524,0.5836497897633022,0.647918494632069,-2.7828976108327894,0.883821202156794,2.272379346177147,0.40239463025924893,9.914681300931587,1.0
HVO_B0336 [D4GPY3] probable hydro-lyase (homolog to altronate dehydratase) (nonfunctional),-1.740913804754902,0.7071749365247457,-0.12896386644558977,0.6680545663726511,1.759688006436908,0.8739974058289436,5.355258416489814,1.0,1.263918377153486,0.5519385003394347
HVO_B0335 [D4GPY2] major facilitator superfamily transport protein,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
HVO_B0328 [D4GPX5] (dppA15) ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide),0.0,1.0,0.0,1.0,0.0,1.0,2.083334870390223,0.0003750058594665928,0.9903838723580621,0.297862967127032
HVO_B0326 [D4GPX3] conserved hypothetical protein,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
HVO_B0324 [D4GPX1] conserved hypothetical protein,0.5837544881479508,0.7426521034321553,-1.6757514036195156,0.009913393975706786,-0.6141988504965493,0.9001640660453102,-1.2441134394584556,0.35144039874968314,-1.6237085765779968,0.32326844466578863
HVO_B0323 [D4GPX0] oxidoreductase domain protein,-0.8212367944879424,0.7102682846647514,0.4313236751313423,0.6704415027928685,-1.0018194946799872,0.9002863496954809,1.8556084096752108,0.3866221381110664,2.6224982583367002,0.2931420520112771
HVO_B0321 [D4GPW8] GFO family oxidoreductase,-0.0716689794127547,0.7374986238700445,0.9409455131304836,0.05621497595199221,0.35234444616942917,0.9098056651763153,1.696273571765662,0.14904151365675877,0.3992463524301352,0.5928414609806401
HVO_B0319 [D4GPW6] IclR family transcription regulator,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
HVO_B0318 [D4GPW5] (tsgA13) ABC-type transport system periplasmic substrate-binding protein (substrate glucose),-1.8569943681249375,0.5169791660392586,1.028284430343767,0.6259829596540553,-0.17396397250526652,0.911876955332427,3.182724753142275,0.0003750058594665928,2.2216105322496844,0.1572334853219468
HVO_B0316 [D4GPW3] (tsgD13) ABC-type transport system ATP-binding protein (substrate glucose),6.572963684328512,1.0,-2.1449750465969,0.644796735206404,12.559076745197881,1.0,2.1309963971470958,0.0003750058594665928,1.501860001870558,0.5539571599828097
HVO_B0302 [D4GPU9] (pucH1) probable allantoinase,0.0,1.0,0.0,1.0,0.0,1.0,5.03868192672557,1.0,7.5350388171563685,1.0
HVO_B0300 [D4GPU7] (pucL1) uricase,-2.00790803941206,0.7014831339320728,-0.3727444522720802,0.6537977479392227,-0.9042235503847367,0.9023413910312819,1.255312304898978,0.001500335231153227,2.2864160835530467,0.46365533891865385
HVO_B0295 [D4GPU2] (ugpC) ABC-type transport system ATP-binding protein (probable substrate glycerol-3-phosphate),-0.8918041743197669,0.7000463774837317,1.0355931441718043,0.6250078567387962,0.6040652142101487,0.9174115586782675,1.2385217552100376,0.42968745639893424,0.32320437809524993,0.5742500996072628
HVO_B0294 [D4GPU1] (ugpE) ABC-type transport system permease protein (probable substrate glycerol-3-phosphate),0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
HVO_B0292 [D4GPT9] (ugpB) ABC-type transport system periplasmic substrate-binding protein (probable substrate glycerol-3-phosphate),-0.8196664701405183,0.0762300865018053,1.0914928627736082,0.06393816968206567,0.15354784308811148,0.9405540799747,1.6000158406376275,0.0003750058594665928,1.3063012574213926,0.0005493910385058198
HVO_B0287 [D4GPT4] TRAM domain protein,-1.2414752068735464,0.6927781373279174,0.4700141166820444,0.6804603422808262,-0.3436375282402654,0.9123069800375827,2.3185548697235756,0.0721928180860375,1.60566117527918,0.431956110508226
HVO_B0286 [D4GPT3] conserved hypothetical protein,-0.3111165629149195,0.6835652968337188,0.8962047659498711,0.6164800221208351,1.0243235550119403,0.860901543277025,1.6638662452502437,0.42866711319490947,10.185068042082037,1.0
HVO_B0283 [D4GPT0] HTH-10 family transcription regulator,-0.7663181777354541,0.6951194208405334,0.35226027239936086,0.6565591076089305,-1.6816470722060153,0.8811911593938638,1.1509071125996055,0.4968302120254823,0.41638926862746994,0.5218533733022463
HVO_B0282 [D4GPS9] probable transmembrane glycoprotein / HTH domain protein,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
HVO_B0279 [D4GPS6] probable S-adenosylmethionine-dependent methyltransferase,3.0711477875085365,0.6901265835178697,2.0232853209441495,0.5791597450664027,0.13188816616170002,0.8989325260427341,-1.1353894227825827,0.018344595266517327,-1.636818880748889,0.5284257742758915
HVO_B0276 [D4GPS3] DMT superfamily transport protein,-0.577127514025649,0.703485268872529,-1.6828225833117583,0.6513305390388927,11.214980323586861,1.0,1.8979123906610584,0.4290072546787784,2.622208688113312,0.0005492080087362572
HVO_B0273 [D4GPS0] sensor box histidine kinase,-2.2148268916229994,0.6644426743261784,0.4725027030474865,0.6902802777063513,-0.21655912160604918,0.9006522596968501,2.458665177071631,0.20563361889739973,1.3424011351977607,0.5863583172396836
HVO_B0267 [D4GPR4] peptidase M24 family protein (homolog to ectoine hydrolase),-0.13536878126401367,0.7351546931067334,-0.44681499330946295,0.6292201971915148,1.0053942371473026,0.8937120480731926,1.0535655114457128,0.5361473229376404,0.9876858859261727,0.5870085717549421
HVO_B0266 [D4GPR3] (gdhA3) glutamate dehydrogenase (NAD),3.2468254697635928,0.0032555437929192577,0.6231525309408484,0.7071421802444957,0.3003505288994565,0.9017415913477211,-1.034167097547234,0.3163183058512703,-1.4422250421361196,0.5246259224290154
HVO_B0265 [D4GPR2] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein),0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
HVO_B0264 [D4GPR1] (serA4) probable D-2-hydroxyacid dehydrogenase,-0.5893234720203787,0.7314774120422844,-0.7561614914405481,0.5680577481592172,-0.5103252647117881,0.9136903716394236,0.7133889528134161,0.4605224622589119,0.6447631649217699,0.5716123658818872
HVO_B0263 [D4GPR0] M20 family amidohydrolase (homolog to indole-3-acetyl-aspartate hydrolase),7.564918842937966,1.0,0.4667454066513288,0.13025723066560013,11.930809145584059,1.0,0.0,1.0,0.0,1.0
HVO_B0257 [D4GPQ4] pyridoxal phosphate-dependent aminotransferase,0.23262279909918337,0.7138906447534765,-0.3388633614238585,0.7145420777531366,0.33233239406068793,0.9116611637111058,0.1647420527369277,0.5291769155837349,-1.4389017082416684,0.5001049355955323
HVO_B0256 [D4GPQ3] (aor3) aldehyde ferredoxin oxidoreductase,-2.285143852749675,0.6756618526385121,-1.233912717820567,0.5545074430222239,-0.768427546751724,0.8894355312041939,-0.7805465988510808,0.45477899674251643,-1.9463898697022342,0.5692985409331865
"HVO_B0253 [D4GPQ1] (suhB3) probable inositol-1(or 4)-monophosphatase / fructose-1,6-bisphosphatase, archaeal-type",0.6801252016998418,0.7250836729263819,-0.9007493145256528,0.5883000085764054,-0.16494562438377458,0.9218484189254673,-1.4191121386641112,0.12867859470402543,-1.1817083475132333,0.0684433861464725
HVO_B0248 [D4GPP7] probable oxidoreductase (short-chain dehydrogenase family),0.5781456327585873,0.7204846973929819,-0.971547603777426,0.22754217067043192,-0.40356552139455437,0.9132670059781298,-1.2119549488509271,0.007871165881307096,-2.0583616927248176,0.0005492080087362572
HVO_B0236 [D4GPN7] homolog to NADH dehydrogenase 51K subunit,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
HVO_B0234B [L9VJ13] conserved hypothetical protein,2.230707177935065,0.7172026704756391,1.6408432581758898,0.0008303601573121933,11.755639590158589,1.0,-0.612961610799482,0.46018482577906983,10.185337654499378,1.0
HVO_B0233 [D4GPN4] (xsa) alpha-L-arabinofuranosidase,1.1881494185832056,0.5596670503139717,0.1488638447612237,0.7263604068902001,-0.40272097349597324,0.8980609222751297,-0.13627286158703483,0.573129296494324,-0.7508626044951341,0.531867784279614
HVO_B0230 [D4GPN1] (tsgC9) ABC-type transport system permease protein (probable substrate sugar),13.612363029380411,1.0,15.742979948283915,1.0,5.900588849263098,0.907798586542838,0.0,1.0,0.0,1.0
HVO_B0228 [D4GPM9] (tsgA9) ABC-type transport system periplasmic substrate-binding protein (probable substrate sugar),0.41287297160591024,0.7727594916851981,0.9273221527864506,0.09113985253233414,0.2619598600018947,0.9276015395876176,2.642095489688797,0.0003750058594665928,1.074459941821992,0.007669924454127508
HVO_B0227 [D4GPM8] (tsgD9) ABC-type transport system ATP-binding protein (probable substrate sugar),1.7224770922091497,0.7009090996824907,13.91881096546467,1.0,0.16225159455577884,0.9172089401631985,1.774903989714852,0.4273062763586668,-0.8006591350298726,0.5458578486564929
HVO_B0223 [D4GPM4] conserved hypothetical protein,-0.4095191636125692,0.7169278197689515,-0.9873651744340357,0.656253031382255,-1.4553251001483023,0.8706208518860792,-0.2278294440303461,0.48341907189394595,-0.22834345226688815,0.5857076300039422
HVO_B0221 [D4GPM2] (livF6) ABC-type transport system ATP-binding protein (probable substrate branched-chain amino acids),0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
HVO_B0220 [D4GPM1] (livG6) ABC-type transport system ATP-binding protein (probable substrate branched-chain amino acids),-0.95767680174607,0.7229267752160349,-0.11224271372735886,0.7204880264780323,0.42829084414065366,0.9194119846563766,2.305019393135183,0.0003750058594665928,2.228771782053379,0.0005492080087362572
HVO_B0217 [D4GPL8] (livJ6) ABC-type transport system periplasmic substrate-binding protein (probable substrate branched-chain amino acids),1.2868287732124977,0.6301047244968625,0.889516144548808,0.5826934567603964,-0.22633916866548215,0.924589157979882,1.6782844060898192,0.19882353570546973,0.038620217947320956,0.5529483423509259
HVO_B0207 [D4GPK8] hypothetical protein,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
HVO_B0202 [D4GPK3] sensor box protein,0.0,1.0,0.0,1.0,0.0,1.0,-2.1569818119769666,0.4293473690790418,-2.683766667712158,0.5235871088276507
HVO_B0201 [D4GPK2] IclR family transcription regulator,0.0,1.0,0.0,1.0,0.0,1.0,5.907624385052674,1.0,4.498175042183956,1.0
HVO_B0200 [D4GPK1] (aceB2) bifunctional malyl-CoA synthase / malyl-CoA thioesterase,0.25214822664889336,0.776254685111388,0.6739184865816688,0.5669713537818497,0.03670659779710289,0.9387868670005565,0.36218648622979155,0.5374737148373957,0.2866249081942952,0.6511374786555251
HVO_B0198 [D4GPJ9] ABC-type transport system periplasmic substrate-binding protein,-1.6281339772624368,0.001086455263836772,1.49668078623428,0.0008303601573121933,0.7597321120873477,0.2505872838602843,1.3587983004026398,0.0003751308561932287,1.7033885900525354,0.0005492080087362572
HVO_B0197 [D4GPJ8] ABC-type transport system permease protein,-0.04280399679185561,0.7147214860391808,0.6745370893187503,0.6571707057728944,0.18228556902228293,0.8938427598477973,-0.5213844757507134,0.525188651374908,0.4748161298170102,0.5512647024612263
HVO_B0194 [D4GPJ5] LppX domain protein,-0.9559032415587105,0.17237103174603186,1.6066231308003778,0.0008303601573121933,0.2566479095407459,0.920199267582319,2.8842388999226634,0.0003750058594665928,2.322946300802909,0.0005492080087362572
HVO_B0186 [D4GPI7] (dppC14) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide),0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
HVO_B0185 [D4GPI6] (dppB14) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide),0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
HVO_B0184 [D4GPI5] (dppA14) ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide),1.0287732464283335,0.6850665352390339,0.5358573127072557,0.6220715855339118,2.2190046312234335,0.8214704225583758,1.614612671261721,0.39142860453026584,1.343109357429248,0.5176802306902869
HVO_B0183 [D4GPI4] probable amino acid racemase (homolog to homoserine racemase),1.3895079315582826,0.7133356950142176,-0.926693006280815,0.6207612714822963,-0.2579597224465363,0.9030561380590602,-4.110357307904715,0.3869656357105624,-1.1461870474346443,0.6120355183782933
HVO_B0182 [D4GPI3] (dhs2) deoxyhypusine synthase,1.0494273866991752,0.6548392938599714,-0.6329376108813933,0.644796735206404,-0.16573965647395034,0.9256055886533402,-2.0224341634991623,0.0003750058594665928,-2.300085418014503,0.005483244554663647
HVO_B0177 [D4GPH8] ABC-type transport system ATP-binding protein,-3.2934718017295115,0.6886453714240867,3.5525478529289263,1.0,-4.499618896903968,0.8841093548417623,-1.7975317240015374,0.4581584442370312,6.812424073234383,1.0
HVO_B0175 [D4GPH6] histidine kinase,0.0,1.0,0.0,1.0,0.0,1.0,1.6461897896979694,0.4537646392744752,3.3610238308851894,0.0005492080087362572
HVO_B0156 [D4GPF8] conserved hypothetical protein,1.0373181254785688,0.6895347982655986,4.811046927760327,1.0,-0.5827872432580206,0.911769124656842,3.1323276970134986,1.0,5.331103023746898,1.0
HVO_B0154 [D4GPF6] receiver/sensor box histidine kinase,-0.6693401134041074,0.37083342051850765,-0.5823802471996704,0.12813497299781207,-0.6902379897482263,0.257675271116542,0.5522322512202753,0.40957586462037865,0.6282890015391578,0.4338475147896279
HVO_B0153_A [D4GPF5] CapC domain protein,-2.827298234714105,0.6564562987615254,-0.9981337888037397,0.6620370370370371,-1.4374174977793197,0.8804486706174679,2.7831567323084503,0.3445081796267452,2.730843781158564,0.4012253405478241
HVO_B0153 [D4GPF4] CapB domain protein,0.02715067850937211,0.7753262086867442,1.3129384628152159,0.0024894335854681593,0.29572105128443416,0.91751269035533,1.6985115487029971,0.008245638830087443,0.5816005238941208,0.5441621784054922
HVO_B0149 [D4GPF0] (ohyA) oleate hydratase,-1.7666574894239802,0.1655898845275826,0.2820718198467831,0.7420128221065905,0.2719062794821029,0.9295497481108312,1.4974430564412544,0.008620080493124793,1.542037986855546,0.006577055990049319
HVO_B0144 [D4GPE5] ABC-type transport system periplasmic substrate-binding protein,-1.9990819641434086,0.49639189222471247,0.7459431355283925,0.6650548122097975,-0.862385893339828,0.9059767113281988,1.9717642445248602,0.2569051808072699,0.3876158009863139,0.5649869881913929
HVO_B0143 [D4GPE4] receiver/sensor box histidine kinase,1.7964525458803375,0.23489695502491637,-0.8437660337970334,0.4959796623879361,0.06270456758926243,0.9279592597192896,-1.0533909862909758,0.31212635323777527,-1.696124019878897,0.04374431823930092
HVO_B0142 [D4GPE3] ARM/HEAT repeat protein,-1.0656049780412156,0.7119446121376045,0.4587030509830686,0.6751814097194269,-1.0899170183495284,0.9047029492108746,0.24318938832045567,0.50819640705848,0.006512367565470106,0.5629906776025853
HVO_B0139 [D4GPE0] PQQ repeat protein,-0.9823265616850343,0.7229267752160349,1.152110134798265,0.42959466058928863,0.7387528252257308,0.8884751477426407,2.81872786808944,0.0003750058594665928,1.7494708050297434,0.4610808479048163
HVO_B0138 [D4GPD9] PQQ repeat protein,-0.7264016390970447,0.7413708158017587,1.465872255581373,0.008269344359125852,0.8640666170007694,0.9131608475761469,2.519621434600145,0.0003750058594665928,1.2348945601300991,0.5563070928373188
HVO_B0135 [D4GPD6] conserved hypothetical protein,-1.0168148509704742,0.6901265835178697,2.4424695619538364,0.19780219780219788,1.4359051430049816,0.9013798724759664,3.5052351048054415,0.01535468503195192,3.1353500359784285,0.19671042753225976
HVO_B0134 [D4GPD5] ABC-type transport system ATP-binding protein,0.12349064074511129,0.7356769136667377,0.8078883762510569,0.6259829596540553,1.567095630586325,0.4288950008089307,0.983164732169614,0.44733476033913977,1.7097786178771373,0.2788593723405648
HVO_B0133 [D4GPD4] conserved hypothetical protein,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
HVO_B0132 [D4GPD3] PQQ repeat protein,-0.6088178334168136,0.7182999924606067,1.1703221649129558,0.0008303601573121933,1.6462127613667823,0.004000597599641442,2.2673971654016634,0.0003750058594665928,2.9728861421197985,0.0005492080087362572
HVO_B0131 [D4GPD2] HTH domain protein,-0.6430266294870546,0.7507426411018093,0.8924281444293263,0.5177442372577002,-0.1470156340717435,0.9216560608171923,1.7231956307904353,0.02804803225523711,1.0386251490820682,0.4477392111702486
HVO_B0130 [D4GPD1] DUF296 family protein,-1.4840743160320762,0.7250836729263819,1.0631196400367449,0.6683535568462822,-1.3002035136007228,0.9119846559735026,0.005633180497516932,0.4520735064752893,3.669335857401107,0.0005492080087362572
HVO_B0127 [D4GPC8] oxidoreductase (luciferase family protein),0.3666759964674093,0.7182999924606067,-1.9706414774634473,0.31872492296779065,-0.16480186231225497,0.9198065339152621,-1.9640447956874956,0.1479530206114208,-2.092763513954369,0.21711248359121127
HVO_B0123 [D4GPC4] (dppB13) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide),-3.1147102541312526,0.6449957013836874,0.36358613589250965,0.6804603422808262,-1.252495623856906,0.8836768238715388,4.435683464705793,0.3701018656829653,3.9654850557324717,0.4965531903647895
HVO_B0118 [D4GPB9] (sph2) Smc-like protein Sph2,0.38038885193120486,0.6688445061223942,-1.0602229166203843,0.0008303601573121933,-0.08764641881925384,0.949950057460771,-1.2576243338295137,0.0003750058594665928,-0.888872857541217,0.0005492080087362572
HVO_B0117 [D4GPB8] conserved hypothetical protein,-0.2796196285821737,0.7781038999213272,-0.013101693202671696,0.716983491745873,0.8469803656907775,0.808128018229133,-0.49924956910383333,0.41333266233875166,0.09456603732463179,0.5915482733628137
HVO_B0115 [D4GPB6] fumarylacetoacetase family protein,-0.030507893986394127,0.7804010200682343,-0.2728788982142264,0.7409855051850648,0.02495546618957306,0.9376117205846273,-0.45020569711259306,0.5068607902592115,0.10281603956686225,0.6236845531919931
HVO_B0114 [D4GPB5] IclR family transcription regulator,2.243579036964449,0.3092746753470259,-0.29857147606443124,0.7300596943587161,-0.15648915939189303,0.9291110765792765,-1.381272611716909,0.22813896734212624,-1.6080527646894613,0.3906506695872952
HVO_B0111 [D4GPB3] homolog to mandelate racemase / homolog to muconate lactonizing enzyme,1.9121032804228877,0.001086455263836772,1.1799361963334203,0.0008303601573121933,0.3096561139623075,0.9208822202750976,0.7566100761571921,0.23845977988269484,0.30805705014670365,0.6602150490811372
HVO_B0110 [D4GPB2] oxidoreductase (homolog to zinc-containing alcohol dehydrogenase),0.0,1.0,0.0,1.0,0.0,1.0,-4.87458555024411,0.449366296859566,2.496194494017585,1.0
HVO_B0109 [D4GPB1] (tsgD8) ABC-type transport system ATP-binding protein (probable substrate sugar),0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
HVO_B0106 [D4GPA8] (tsgA8) ABC-type transport system periplasmic substrate-binding protein (probable substrate sugar),0.3132328526203859,0.7426521034321553,-0.219920118637039,0.6819167816998619,-0.1752785197525768,0.9218484189254673,1.9138545908528148,0.002625257398284009,1.2086575827268642,0.41593330340432255
HVO_B0102 [D4GPA4] glycoside hydrolase domain protein,1.0085363505801306,0.7264251746427162,0.11033550789723343,0.7027027027027026,0.3489835930329679,0.910245708571287,-1.2245694390978938,0.37664873671726196,-2.5664394324048647,0.40783029692441153
HVO_B0101 [D4GPA3] IclR family transcription regulator,-0.08926679751382767,0.7746281498090235,0.3629153329583,0.6970954356846473,-0.48976073760689576,0.8569164203401448,1.0419155872202555,0.3669972340281994,-0.2826904292079936,0.5692985409331865
