"Protein.ID","H26_Exponential_vs_H26_Stationary","H26_Exponential_vs_HVABI_Exponential","H26_Exponential_vs_HVLON3_Exponential","H26_Stationary_vs_HVABI_Stationary","H26_Stationary_vs_HVLON3_Stationary"
"29","HVO_B0354 [D4GQ01] conserved hypothetical protein",-1.40663005644846,1.0711193944086,0.0560700205577912,2.17298000362288,1.08656859820051
"30","HVO_B0352 [D4GPZ9] cupin 2 barrel domain protein",0.800651120984172,-0.703946845600397,0.0929863329013881,-1.41498860477476,-1.27541271228077
"31","HVO_B0348 [D4GPZ5] dihydrodipicolinate synthase family protein",0,0,0,0,0
"32","HVO_B0345 [D4GPZ2] homolog to mandelate racemase / homolog to muconate lactonizing enzyme",-1.13259723874729,-0.330695413177602,-0.0133005855258758,0.623403080902041,0.654509967744334
"33","HVO_B0338 [D4GPY5] probable hydro-lyase (homolog to altronate dehydratase)",-1.25402821048529,0.583649789763302,-2.78289761083279,2.27237934617715,9.91468130093159
"34","HVO_B0336 [D4GPY3] probable hydro-lyase (homolog to altronate dehydratase) (nonfunctional)",-1.7409138047549,-0.12896386644559,1.75968800643691,5.35525841648981,1.26391837715349
"35","HVO_B0335 [D4GPY2] major facilitator superfamily transport protein",0,0,0,0,0
"36","HVO_B0328 [D4GPX5] (dppA15) ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide)",0,0,0,2.08333487039022,0.990383872358062
"37","HVO_B0326 [D4GPX3] conserved hypothetical protein",0,0,0,0,0
"38","HVO_B0324 [D4GPX1] conserved hypothetical protein",0.583754488147951,-1.67575140361952,-0.614198850496549,-1.24411343945846,-1.623708576578
"39","HVO_B0323 [D4GPX0] oxidoreductase domain protein",-0.821236794487942,0.431323675131342,-1.00181949467999,1.85560840967521,2.6224982583367
"40","HVO_B0321 [D4GPW8] GFO family oxidoreductase",-0.0716689794127547,0.940945513130484,0.352344446169429,1.69627357176566,0.399246352430135
"41","HVO_B0319 [D4GPW6] IclR family transcription regulator",0,0,0,0,0
"42","HVO_B0318 [D4GPW5] (tsgA13) ABC-type transport system periplasmic substrate-binding protein (substrate glucose)",-1.85699436812494,1.02828443034377,-0.173963972505267,3.18272475314228,2.22161053224968
"43","HVO_B0316 [D4GPW3] (tsgD13) ABC-type transport system ATP-binding protein (substrate glucose)",6.57296368432851,-2.1449750465969,12.5590767451979,2.1309963971471,1.50186000187056
"44","HVO_B0302 [D4GPU9] (pucH1) probable allantoinase",0,0,0,5.03868192672557,7.53503881715637
"45","HVO_B0300 [D4GPU7] (pucL1) uricase",-2.00790803941206,-0.37274445227208,-0.904223550384737,1.25531230489898,2.28641608355305
"46","HVO_B0295 [D4GPU2] (ugpC) ABC-type transport system ATP-binding protein (probable substrate glycerol-3-phosphate)",-0.891804174319767,1.0355931441718,0.604065214210149,1.23852175521004,0.32320437809525
"47","HVO_B0294 [D4GPU1] (ugpE) ABC-type transport system permease protein (probable substrate glycerol-3-phosphate)",0,0,0,0,0
"48","HVO_B0292 [D4GPT9] (ugpB) ABC-type transport system periplasmic substrate-binding protein (probable substrate glycerol-3-phosphate)",-0.819666470140518,1.09149286277361,0.153547843088111,1.60001584063763,1.30630125742139
"49","HVO_B0287 [D4GPT4] TRAM domain protein",-1.24147520687355,0.470014116682044,-0.343637528240265,2.31855486972358,1.60566117527918
"50","HVO_B0286 [D4GPT3] conserved hypothetical protein",-0.31111656291492,0.896204765949871,1.02432355501194,1.66386624525024,10.185068042082
"51","HVO_B0283 [D4GPT0] HTH-10 family transcription regulator",-0.766318177735454,0.352260272399361,-1.68164707220602,1.15090711259961,0.41638926862747
"52","HVO_B0282 [D4GPS9] probable transmembrane glycoprotein / HTH domain protein",0,0,0,0,0
"53","HVO_B0279 [D4GPS6] probable S-adenosylmethionine-dependent methyltransferase",3.07114778750854,2.02328532094415,0.1318881661617,-1.13538942278258,-1.63681888074889
"54","HVO_B0276 [D4GPS3] DMT superfamily transport protein",-0.577127514025649,-1.68282258331176,11.2149803235869,1.89791239066106,2.62220868811331
"55","HVO_B0273 [D4GPS0] sensor box histidine kinase",-2.214826891623,0.472502703047486,-0.216559121606049,2.45866517707163,1.34240113519776
"56","HVO_B0267 [D4GPR4] peptidase M24 family protein (homolog to ectoine hydrolase)",-0.135368781264014,-0.446814993309463,1.0053942371473,1.05356551144571,0.987685885926173
"57","HVO_B0266 [D4GPR3] (gdhA3) glutamate dehydrogenase (NAD)",3.24682546976359,0.623152530940848,0.300350528899457,-1.03416709754723,-1.44222504213612
"58","HVO_B0265 [D4GPR2] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)",0,0,0,0,0
"59","HVO_B0264 [D4GPR1] (serA4) probable D-2-hydroxyacid dehydrogenase",-0.589323472020379,-0.756161491440548,-0.510325264711788,0.713388952813416,0.64476316492177
"60","HVO_B0263 [D4GPR0] M20 family amidohydrolase (homolog to indole-3-acetyl-aspartate hydrolase)",7.56491884293797,0.466745406651329,11.9308091455841,0,0
"61","HVO_B0257 [D4GPQ4] pyridoxal phosphate-dependent aminotransferase",0.232622799099183,-0.338863361423858,0.332332394060688,0.164742052736928,-1.43890170824167
"62","HVO_B0256 [D4GPQ3] (aor3) aldehyde ferredoxin oxidoreductase",-2.28514385274968,-1.23391271782057,-0.768427546751724,-0.780546598851081,-1.94638986970223
"63","HVO_B0253 [D4GPQ1] (suhB3) probable inositol-1(or 4)-monophosphatase / fructose-1,6-bisphosphatase, archaeal-type",0.680125201699842,-0.900749314525653,-0.164945624383775,-1.41911213866411,-1.18170834751323
"64","HVO_B0248 [D4GPP7] probable oxidoreductase (short-chain dehydrogenase family)",0.578145632758587,-0.971547603777426,-0.403565521394554,-1.21195494885093,-2.05836169272482
"65","HVO_B0236 [D4GPN7] homolog to NADH dehydrogenase 51K subunit",0,0,0,0,0
"66","HVO_B0234B [L9VJ13] conserved hypothetical protein",2.23070717793507,1.64084325817589,11.7556395901586,-0.612961610799482,10.1853376544994
"67","HVO_B0233 [D4GPN4] (xsa) alpha-L-arabinofuranosidase",1.18814941858321,0.148863844761224,-0.402720973495973,-0.136272861587035,-0.750862604495134
"68","HVO_B0230 [D4GPN1] (tsgC9) ABC-type transport system permease protein (probable substrate sugar)",13.6123630293804,15.7429799482839,5.9005888492631,0,0
"69","HVO_B0228 [D4GPM9] (tsgA9) ABC-type transport system periplasmic substrate-binding protein (probable substrate sugar)",0.41287297160591,0.927322152786451,0.261959860001895,2.6420954896888,1.07445994182199
"70","HVO_B0227 [D4GPM8] (tsgD9) ABC-type transport system ATP-binding protein (probable substrate sugar)",1.72247709220915,13.9188109654647,0.162251594555779,1.77490398971485,-0.800659135029873
"71","HVO_B0223 [D4GPM4] conserved hypothetical protein",-0.409519163612569,-0.987365174434036,-1.4553251001483,-0.227829444030346,-0.228343452266888
"72","HVO_B0221 [D4GPM2] (livF6) ABC-type transport system ATP-binding protein (probable substrate branched-chain amino acids)",0,0,0,0,0
"73","HVO_B0220 [D4GPM1] (livG6) ABC-type transport system ATP-binding protein (probable substrate branched-chain amino acids)",-0.95767680174607,-0.112242713727359,0.428290844140654,2.30501939313518,2.22877178205338
"74","HVO_B0217 [D4GPL8] (livJ6) ABC-type transport system periplasmic substrate-binding protein (probable substrate branched-chain amino acids)",1.2868287732125,0.889516144548808,-0.226339168665482,1.67828440608982,0.038620217947321
"75","HVO_B0207 [D4GPK8] hypothetical protein",0,0,0,0,0
"76","HVO_B0202 [D4GPK3] sensor box protein",0,0,0,-2.15698181197697,-2.68376666771216
"77","HVO_B0201 [D4GPK2] IclR family transcription regulator",0,0,0,5.90762438505267,4.49817504218396
"78","HVO_B0200 [D4GPK1] (aceB2) bifunctional malyl-CoA synthase / malyl-CoA thioesterase",0.252148226648893,0.673918486581669,0.0367065977971029,0.362186486229792,0.286624908194295
"79","HVO_B0198 [D4GPJ9] ABC-type transport system periplasmic substrate-binding protein",-1.62813397726244,1.49668078623428,0.759732112087348,1.35879830040264,1.70338859005254
"80","HVO_B0197 [D4GPJ8] ABC-type transport system permease protein",-0.0428039967918556,0.67453708931875,0.182285569022283,-0.521384475750713,0.47481612981701
"81","HVO_B0194 [D4GPJ5] LppX domain protein",-0.955903241558711,1.60662313080038,0.256647909540746,2.88423889992266,2.32294630080291
"82","HVO_B0186 [D4GPI7] (dppC14) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)",0,0,0,0,0
"83","HVO_B0185 [D4GPI6] (dppB14) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)",0,0,0,0,0
"84","HVO_B0184 [D4GPI5] (dppA14) ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide)",1.02877324642833,0.535857312707256,2.21900463122343,1.61461267126172,1.34310935742925
"85","HVO_B0183 [D4GPI4] probable amino acid racemase (homolog to homoserine racemase)",1.38950793155828,-0.926693006280815,-0.257959722446536,-4.11035730790471,-1.14618704743464
"86","HVO_B0182 [D4GPI3] (dhs2) deoxyhypusine synthase",1.04942738669918,-0.632937610881393,-0.16573965647395,-2.02243416349916,-2.3000854180145
"87","HVO_B0177 [D4GPH8] ABC-type transport system ATP-binding protein",-3.29347180172951,3.55254785292893,-4.49961889690397,-1.79753172400154,6.81242407323438
"88","HVO_B0175 [D4GPH6] histidine kinase",0,0,0,1.64618978969797,3.36102383088519
"89","HVO_B0156 [D4GPF8] conserved hypothetical protein",1.03731812547857,4.81104692776033,-0.582787243258021,3.1323276970135,5.3311030237469
"90","HVO_B0154 [D4GPF6] receiver/sensor box histidine kinase",-0.669340113404107,-0.58238024719967,-0.690237989748226,0.552232251220275,0.628289001539158
"91","HVO_B0153_A [D4GPF5] CapC domain protein",-2.8272982347141,-0.99813378880374,-1.43741749777932,2.78315673230845,2.73084378115856
"92","HVO_B0153 [D4GPF4] CapB domain protein",0.0271506785093721,1.31293846281522,0.295721051284434,1.698511548703,0.581600523894121
"93","HVO_B0149 [D4GPF0] (ohyA) oleate hydratase",-1.76665748942398,0.282071819846783,0.271906279482103,1.49744305644125,1.54203798685555
"94","HVO_B0144 [D4GPE5] ABC-type transport system periplasmic substrate-binding protein",-1.99908196414341,0.745943135528393,-0.862385893339828,1.97176424452486,0.387615800986314
"95","HVO_B0143 [D4GPE4] receiver/sensor box histidine kinase",1.79645254588034,-0.843766033797033,0.0627045675892624,-1.05339098629098,-1.6961240198789
"96","HVO_B0142 [D4GPE3] ARM/HEAT repeat protein",-1.06560497804122,0.458703050983069,-1.08991701834953,0.243189388320456,0.00651236756547011
"97","HVO_B0139 [D4GPE0] PQQ repeat protein",-0.982326561685034,1.15211013479826,0.738752825225731,2.81872786808944,1.74947080502974
"98","HVO_B0138 [D4GPD9] PQQ repeat protein",-0.726401639097045,1.46587225558137,0.864066617000769,2.51962143460015,1.2348945601301
"99","HVO_B0135 [D4GPD6] conserved hypothetical protein",-1.01681485097047,2.44246956195384,1.43590514300498,3.50523510480544,3.13535003597843
"100","HVO_B0134 [D4GPD5] ABC-type transport system ATP-binding protein",0.123490640745111,0.807888376251057,1.56709563058633,0.983164732169614,1.70977861787714
"101","HVO_B0133 [D4GPD4] conserved hypothetical protein",0,0,0,0,0
"102","HVO_B0132 [D4GPD3] PQQ repeat protein",-0.608817833416814,1.17032216491296,1.64621276136678,2.26739716540166,2.9728861421198
"103","HVO_B0131 [D4GPD2] HTH domain protein",-0.643026629487055,0.892428144429326,-0.147015634071744,1.72319563079044,1.03862514908207
"104","HVO_B0130 [D4GPD1] DUF296 family protein",-1.48407431603208,1.06311964003674,-1.30020351360072,0.00563318049751693,3.66933585740111
"105","HVO_B0127 [D4GPC8] oxidoreductase (luciferase family protein)",0.366675996467409,-1.97064147746345,-0.164801862312255,-1.9640447956875,-2.09276351395437
"106","HVO_B0123 [D4GPC4] (dppB13) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)",-3.11471025413125,0.36358613589251,-1.25249562385691,4.43568346470579,3.96548505573247
"107","HVO_B0118 [D4GPB9] (sph2) Smc-like protein Sph2",0.380388851931205,-1.06022291662038,-0.0876464188192538,-1.25762433382951,-0.888872857541217
"108","HVO_B0117 [D4GPB8] conserved hypothetical protein",-0.279619628582174,-0.0131016932026717,0.846980365690778,-0.499249569103833,0.0945660373246318
"109","HVO_B0115 [D4GPB6] fumarylacetoacetase family protein",-0.0305078939863941,-0.272878898214226,0.0249554661895731,-0.450205697112593,0.102816039566862
"110","HVO_B0114 [D4GPB5] IclR family transcription regulator",2.24357903696445,-0.298571476064431,-0.156489159391893,-1.38127261171691,-1.60805276468946
"111","HVO_B0111 [D4GPB3] homolog to mandelate racemase / homolog to muconate lactonizing enzyme",1.91210328042289,1.17993619633342,0.309656113962308,0.756610076157192,0.308057050146704
"112","HVO_B0110 [D4GPB2] oxidoreductase (homolog to zinc-containing alcohol dehydrogenase)",0,0,0,-4.87458555024411,2.49619449401759
"113","HVO_B0109 [D4GPB1] (tsgD8) ABC-type transport system ATP-binding protein (probable substrate sugar)",0,0,0,0,0
"114","HVO_B0106 [D4GPA8] (tsgA8) ABC-type transport system periplasmic substrate-binding protein (probable substrate sugar)",0.313232852620386,-0.219920118637039,-0.175278519752577,1.91385459085281,1.20865758272686
"115","HVO_B0102 [D4GPA4] glycoside hydrolase domain protein",1.00853635058013,0.110335507897233,0.348983593032968,-1.22456943909789,-2.56643943240486
"116","HVO_B0101 [D4GPA3] IclR family transcription regulator",-0.0892667975138277,0.3629153329583,-0.489760737606896,1.04191558722026,-0.282690429207994
"117","HVO_B0100 [D4GPA2] (aldH3) alpha-ketoglutarate semialdehyde dehydrogenase",0.404820874361009,0.677376753756548,0.15742074219512,0.472232482985333,-0.805528410532852
"118","HVO_B0098 [D4GPA0] SGNH-type esterase domain protein",8.01044730151013,6.68589303263519,0.969744305382553,0,0
"119","HVO_B0096 [D4GP98] homolog to sugar epimerase/dehydratase",4.47104714765036,8.28059199251991,13.1493806688188,8.04662012252784,-2.57202918034099
"120","HVO_B0093 [D4GP95] (dppA12) ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide)",-0.235528974175387,0.608870207867552,-0.168169577908679,1.94892068522048,0.700114630405597
"121","HVO_B0092 [D4GP94] (dppB12) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)",0,0,0,0,0
"122","HVO_B0090 [D4GP92] (dppD12) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)",-1.86778747052367,-2.83159492185042,1.97316337182221,0.304529872476312,4.17985539326492
"123","HVO_B0089 [D4GP91] (dppF12) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)<|>HVO_B0332 [D4GPX9] (dppF15) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)",4.5528596330177,-0.253469141177159,-0.191509859613858,-3.43791954963644,3.81874744529572
"124","HVO_B0089 [D4GP91] (dppF12) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)",-1.1738713534439,0.74928680470269,-0.744252573228125,2.35376291989172,11.8332993690863
"125","HVO_B0087 [D4GP89] homolog to mandelate racemase / homolog to muconate lactonizing enzyme",0.0330042173598442,0.680656944752189,-0.179253006108661,0.779309705546893,0.203192484270511
"126","HVO_B0086 [D4GP88] AlkP-core domain protein",0,0,0,0,0
"127","HVO_B0085 [D4GP87] glycoside hydrolase domain protein",1.37997664416955,1.13341709440302,0.916922797246832,0.299100804107363,-1.66099465405248
"128","HVO_B0084 [D4GP86] DUF336 family protein",0.282427855978098,0.654626995319058,0.442066317931608,1.69381781417284,1.24539782595103
"129","HVO_B0082 [D4GP84] (dppA11) ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide)",-1.57799999379249,-0.120473085189171,-0.178336454938553,1.48469240086568,1.66248552788197
"130","HVO_B0081 [D4GP83] (dppB11) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)",-0.628803258364893,-1.16154706398397,-0.67012847944499,-1.33935300936917,-0.715474451344564
"131","HVO_B0080 [D4GP82] (dppC11) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)",0,0,0,0,0
"132","HVO_B0079 [D4GP81] (dppD11) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)",0,0,0,0,0
"133","HVO_B0078 [D4GP80] (dppF11) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)",-1.38404103406578,1.33042112820247,0.65004169301191,2.82506864609303,2.02234197977033
"134","HVO_B0076 [D4GP78] (hyuA4) N-methylhydantoinase (ATP-hydrolyzing) A",-1.1628487820324,0.569381342521555,-0.395721351587671,2.07422893127339,5.95753059899409
"135","HVO_B0075 [D4GP77] DUF917 family protein",0,0,0,2.16714435643428,8.27208988533442
"136","HVO_B0074 [D4GP76] DUF917 family protein",0,0,0,0,0
"137","HVO_B0072 [D4GP74] HTH-10 family transcription regulator",-2.29662696369844,-2.88953752897026,0.0785500788898786,0.0256677457548072,0.0688344130114587
"138","HVO_B0071 [D4GP73] (adh2) alcohol dehydrogenase (NADP)",0.0691052364749183,-0.455229774115384,-0.105463236023873,-0.847961579285369,-1.67587314551223
"139","HVO_B0070 [D4GP72] pyridoxal phosphate-dependent aminotransferase",0.306267158276824,0.74645344571346,-0.00742893951416676,0.777498237123757,-0.913000387507536
"140","HVO_B0069 [D4GP71] (gabD) succinate-semialdehyde dehydrogenase",0,0,0,0,0
"141","HVO_B0067 [D4GP69] (cat7) transport protein (probable substrate cationic amino acids)",-0.568911647345459,3.00153523724706,1.51952939064301,3.68197355578806,1.93328785395607
"142","HVO_B0066 [D4GP68] Lrp/AsnC family transcription regulator",0.772001202825943,-0.610876983837702,-0.0450885769852682,-1.15143618968966,-0.427872532394594
"143","HVO_B0064 [D4GP66] CbtA family protein",1.68849356387968,1.14540241742035,3.37241210048632,2.63690086167229,1.74221787961893
"144","HVO_B0062 [D4GP64] (cbiT) cobalt-precorrin-6B C15-methyltransferase (decarboxylating)",1.36493384342127,-0.0615079634548719,1.55574553654794,-0.320239817661478,0.806820428098213
"145","HVO_B0061 [D4GP63] (cbiL) cobalt-factor-II C20-methyltransferase",0.973245805601417,0.0603849238031461,1.42907942542156,0.202471139781466,1.55406224716821
"146","HVO_B0060 [D4GP62] (cbiF) cobalt-precorrin-4 C11-methyltransferase",0,0,0,2.53619450862551,2.69100148139181
"147","HVO_B0059 [D4GP61] (cbiG) cobalt-precorrin-5A hydrolase",2.0815938512113,-0.804577214258369,1.37934773209276,-2.1046514326968,-0.566314302438583
"148","HVO_B0058 [D4GP60] (cbiH1) cobalt-factor-III C17-methyltransferase",2.95930122927849,-0.914968378142919,2.29450232231566,-2.14435138287888,-0.86551085164665
"149","HVO_B0057 [D4GP59] (cbiH2) cobalt-factor-III C17-methyltransferase",0.772125160778108,-0.269512491863896,1.85270383197579,-0.39460408853014,0.832340829608222
"150","HVO_B0055 [D4GP57] conserved hypothetical protein",2.33317350342343,-0.751610693311692,0.477200687711961,-3.49547972782639,-0.884684008530681
"151","HVO_B0054 [D4GP56] (cbiX1) sirohydrochlorin cobaltochelatase",0,0,0,98.0914375857027,11.917784540904
"152","HVO_B0053 [D4GP55] DUF3209 family protein",5.07544956797734,3.75684775027113,-0.624361780937291,0,0
"153","HVO_B0052 [D4GP54] PQQ repeat protein",1.86713379252704,-0.136105027101324,1.201327788922,-0.907094537528224,-0.579207730206004
"154","HVO_B0051 [D4GP53] (chlID) ATP-dependent cobaltochelatase subunit ChlID",0.930245145676928,-0.473236629974302,0.934933899761114,-1.12778015991063,-1.03839652243422
"155","HVO_B0050 [D4GP52] (cobN) ATP-dependent cobaltochelatase subunit CobN",1.01232934496078,-0.680850301410534,1.03529193452747,-0.785607409481794,-0.186297185880052
"156","HVO_B0049 [D4GP51] (cbiC) cobalt-precorrin-8 methylmutase",0,0,0,-2.49093146936933,-2.55972317482202
"157","HVO_B0047 [D4GP49] ABC-type transport system periplasmic substrate-binding protein",-2.36140858415826,0.822811910489796,-0.325752882591423,2.05180356822844,1.03050899169066
"158","HVO_B0045 [D4GP47] (bdb) diaminobutyrate decarboxylase",3.2544160234436,-0.136601989533281,0.00221263425143016,0,0
"159","HVO_B0044 [D4GP46] (iucA) siderophore biosynthesis protein IucA",-1.33486752988123,0.821354931022531,-0.767089602927411,1.72541743140529,2.00362090717072
"160","HVO_B0040 [D4GP42] (xacR) IclR family transcription regulator XacR",5.04354459594033,0.595141204521481,1.47086477832449,-2.39799512216344,-2.32787937934449
"161","HVO_B0039 [D4GP41] (xacF) alpha-ketoglutarate semialdehyde dehydrogenase",-0.738864971141983,0.0625059526383527,-0.16927287868205,1.09836212204157,0.278332166823037
"162","HVO_B0038A [D4GP40] (xacD) D-xylonate dehydratase / D-gluconate dehydratase",-1.57883173553433,0.594235297159544,-2.41097724206139,1.50132256094096,-1.2614978724921
"163","HVO_B0038 [D4GP39] (tsgD7) ABC-type transport system ATP-binding protein (probable substrate sugar)",0,0,0,0,0
"164","HVO_B0034 [D4GP35] (tsgA7) ABC-type transport system periplasmic substrate-binding protein (probable substrate sugar)",0,0,0,0.734351118619454,0.441737911628219
"165","HVO_B0031 [D4GP32] probable oxidoreductase (short-chain dehydrogenase family)",-2.12555693738281,0.0659945155662646,-0.518704763830893,3.04043894380038,1.65321720444852
"166","HVO_B0029 [D4GP30] probable sugar dehydrogenase (NADP)",1.13695811496526,0.437437991654004,-0.643356972954871,-0.625271783381646,-1.250799605013
"167","HVO_B0026 [D4GP27] probable oxidoreductase (short-chain dehydrogenase family)",-0.40911071974099,-3.14556050329535,-1.35463050269412,-0.8540280867837,-0.721042716334008
"168","HVO_B0025 [D4GP26] oxidoreductase (homolog to zinc-containing alcohol dehydrogenase)",-2.07505622192184,0.0902402562642403,-0.64760962890859,1.51118792875461,-0.958198285294198
"169","HVO_B0023 [D4GP24] (dppC10) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)",0,0,0,0,0
"170","HVO_B0021 [D4GP22] (dppA10) ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide)",0.908514646741738,0.252371449184788,-0.798102194593785,2.00289627838741,-0.264632547013115
"171","HVO_B0020 [D4GP21] HTH-10 family transcription regulator",0,0,0,-2.12672495382514,0.974382759639648
"172","HVO_B0018 [D4GP19] (parA2) ParA domain protein",0.70304930553097,-2.45968504584984,0.229798975027292,-1.97944935371081,-1.31675231714884
"173","HVO_B0011 [D4GP12] (soxA1) sarcosine oxidase",-1.84842049592374,-0.133692524267914,-0.229641252482625,2.01153461765316,1.36574612602679
"174","HVO_B0006 [D4GP07] conserved hypothetical protein",0,0,0,0,0
"175","HVO_B0001 [D4GP02] (orc6) Orc1-type DNA replication protein",1.11599223914299,-1.9389265749458,-0.447073548290764,-2.59010604751533,-1.78878424042058
"176","HVO_A0636 [D4GRU4] (ybaK) YbaK domain protein",-0.401447432282572,-2.42042550930735,0.213359952499109,-1.13426315232109,-0.790368439295802
"177","HVO_A0635 [D4GRU3] (sufS2) probable cysteine desulfurase",0,0,0,0,0
"178","HVO_A0633 [D4GRU1] (pilA6) pilin PilA",-0.68813810160763,4.7931455999901,-0.0183339409582566,3.94402862277941,4.26717960516765
"179","HVO_A0631 [D4GRT9] conserved hypothetical protein",-0.664323725675995,-1.75326592921399,-0.92081104469806,-1.51061991270273,-1.87857814191999
