Protein ID,Log2 fold change
H26_Exponential_vs_H26_Stationary_PEP,0.703485269
H26_Exponential_vs_H26_Stationary_PEP,0.664442674
H26_Exponential_vs_H26_Stationary_PEP,0.735154693
H26_Exponential_vs_H26_Stationary_PEP,0.003255544
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.731477412
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.713890645
H26_Exponential_vs_H26_Stationary_PEP,0.675661853
H26_Exponential_vs_H26_Stationary_PEP,0.725083673
H26_Exponential_vs_H26_Stationary_PEP,0.720484697
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.71720267
H26_Exponential_vs_H26_Stationary_PEP,0.55966705
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.772759492
H26_Exponential_vs_H26_Stationary_PEP,0.7009091
H26_Exponential_vs_H26_Stationary_PEP,0.71692782
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.722926775
H26_Exponential_vs_H26_Stationary_PEP,0.630104724
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.776254685
H26_Exponential_vs_H26_Stationary_PEP,0.001086455
H26_Exponential_vs_H26_Stationary_PEP,0.714721486
H26_Exponential_vs_H26_Stationary_PEP,0.172371032
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.685066535
H26_Exponential_vs_H26_Stationary_PEP,0.713335695
H26_Exponential_vs_H26_Stationary_PEP,0.654839294
H26_Exponential_vs_H26_Stationary_PEP,0.688645371
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.689534798
H26_Exponential_vs_H26_Stationary_PEP,0.370833421
H26_Exponential_vs_H26_Stationary_PEP,0.656456299
H26_Exponential_vs_H26_Stationary_PEP,0.775326209
H26_Exponential_vs_H26_Stationary_PEP,0.165589885
H26_Exponential_vs_H26_Stationary_PEP,0.496391892
H26_Exponential_vs_H26_Stationary_PEP,0.234896955
H26_Exponential_vs_H26_Stationary_PEP,0.711944612
H26_Exponential_vs_H26_Stationary_PEP,0.722926775
H26_Exponential_vs_H26_Stationary_PEP,0.741370816
H26_Exponential_vs_H26_Stationary_PEP,0.690126584
H26_Exponential_vs_H26_Stationary_PEP,0.735676914
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.718299992
H26_Exponential_vs_H26_Stationary_PEP,0.750742641
H26_Exponential_vs_H26_Stationary_PEP,0.725083673
H26_Exponential_vs_H26_Stationary_PEP,0.718299992
H26_Exponential_vs_H26_Stationary_PEP,0.644995701
H26_Exponential_vs_H26_Stationary_PEP,0.668844506
H26_Exponential_vs_H26_Stationary_PEP,0.7781039
H26_Exponential_vs_H26_Stationary_PEP,0.78040102
H26_Exponential_vs_H26_Stationary_PEP,0.309274675
H26_Exponential_vs_H26_Stationary_PEP,0.001086455
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.742652103
H26_Exponential_vs_H26_Stationary_PEP,0.726425175
H26_Exponential_vs_H26_Stationary_PEP,0.77462815
H26_Exponential_vs_H26_Stationary_PEP,0.74697364
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.702056279
H26_Exponential_vs_H26_Stationary_PEP,0.796046231
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.682661692
H26_Exponential_vs_H26_Stationary_PEP,0.675047066
H26_Exponential_vs_H26_Stationary_PEP,0.715826329
H26_Exponential_vs_H26_Stationary_PEP,0.797135475
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.749992115
H26_Exponential_vs_H26_Stationary_PEP,0.748234532
H26_Exponential_vs_H26_Stationary_PEP,0.001086455
H26_Exponential_vs_H26_Stationary_PEP,0.715550433
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.706326751
H26_Exponential_vs_H26_Stationary_PEP,0.712779899
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.694535473
H26_Exponential_vs_H26_Stationary_PEP,0.782227301
H26_Exponential_vs_H26_Stationary_PEP,0.749741577
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.672887524
H26_Exponential_vs_H26_Stationary_PEP,0.72696037
H26_Exponential_vs_H26_Stationary_PEP,0.676888473
H26_Exponential_vs_H26_Stationary_PEP,0.494986773
H26_Exponential_vs_H26_Stationary_PEP,0.686263253
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.001086455
H26_Exponential_vs_H26_Stationary_PEP,0.001086455
H26_Exponential_vs_H26_Stationary_PEP,0.730419721
H26_Exponential_vs_H26_Stationary_PEP,0.123331349
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.532381998
H26_Exponential_vs_H26_Stationary_PEP,0.350655903
H26_Exponential_vs_H26_Stationary_PEP,0.001086817
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.001086455
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.696284583
H26_Exponential_vs_H26_Stationary_PEP,0.407912368
H26_Exponential_vs_H26_Stationary_PEP,0.735676914
H26_Exponential_vs_H26_Stationary_PEP,0.711944612
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.718573804
H26_Exponential_vs_H26_Stationary_PEP,0.646653363
H26_Exponential_vs_H26_Stationary_PEP,0.74596162
H26_Exponential_vs_H26_Stationary_PEP,0.63490277
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.568135695
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.727494766
H26_Exponential_vs_H26_Stationary_PEP,0.686860194
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.760353375
H26_Exponential_vs_H26_Stationary_PEP,0.60851538
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.639980991
H26_Exponential_vs_H26_Stationary_PEP,0.727494766
H26_Exponential_vs_H26_Stationary_PEP,0.693364833
H26_Exponential_vs_H26_Stationary_PEP,0.514736071
H26_Exponential_vs_H26_Stationary_PEP,0.71720267
H26_Exponential_vs_H26_Stationary_PEP,0.489798744
H26_Exponential_vs_H26_Stationary_PEP,0.695702457
H26_Exponential_vs_H26_Stationary_PEP,0.499654342
H26_Exponential_vs_H26_Stationary_PEP,0.643997783
H26_Exponential_vs_H26_Stationary_PEP,0.732005079
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.725889177
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.779942869
H26_Exponential_vs_H26_Stationary_PEP,0.704908749
H26_Exponential_vs_H26_Stationary_PEP,0.576443304
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.685066535
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.736198363
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.733845757
H26_Exponential_vs_H26_Stationary_PEP,0.001086455
H26_Exponential_vs_H26_Stationary_PEP,0.021429452
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.760110286
H26_Exponential_vs_H26_Stationary_PEP,0.023537417
H26_Exponential_vs_H26_Stationary_PEP,0.690717439
H26_Exponential_vs_H26_Stationary_PEP,0.697156072
H26_Exponential_vs_H26_Stationary_PEP,0.730419721
H26_Exponential_vs_H26_Stationary_PEP,0.001086455
H26_Exponential_vs_H26_Stationary_PEP,0.698892951
H26_Exponential_vs_H26_Stationary_PEP,0.514736071
H26_Exponential_vs_H26_Stationary_PEP,0.732268619
H26_Exponential_vs_H26_Stationary_PEP,0.691601982
H26_Exponential_vs_H26_Stationary_PEP,0.68145353
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.712223254
H26_Exponential_vs_H26_Stationary_PEP,0.743928713
H26_Exponential_vs_H26_Stationary_PEP,0.742140151
H26_Exponential_vs_H26_Stationary_PEP,0.566935856
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.715826329
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.719939759
H26_Exponential_vs_H26_Stationary_PEP,0.74697364
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.731213284
H26_Exponential_vs_H26_Stationary_PEP,0.71110741
H26_Exponential_vs_H26_Stationary_PEP,0.544761005
H26_Exponential_vs_H26_Stationary_PEP,0.72265625
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.070350831
H26_Exponential_vs_H26_Stationary_PEP,0.71110741
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.673505776
H26_Exponential_vs_H26_Stationary_PEP,0.700046377
H26_Exponential_vs_H26_Stationary_PEP,0.468465404
H26_Exponential_vs_H26_Stationary_PEP,0.720212331
H26_Exponential_vs_H26_Stationary_PEP,0.683565297
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.751242088
H26_Exponential_vs_H26_Stationary_PEP,0.742652103
H26_Exponential_vs_H26_Stationary_PEP,0.795172181
H26_Exponential_vs_H26_Stationary_PEP,0.220240573
H26_Exponential_vs_H26_Stationary_PEP,0.639307591
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.080121668
H26_Exponential_vs_H26_Stationary_PEP,0.728561165
H26_Exponential_vs_H26_Stationary_PEP,0.385629517
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.67993791
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.7354159
H26_Exponential_vs_H26_Stationary_PEP,0.77579077
H26_Exponential_vs_H26_Stationary_PEP,0.724006844
H26_Exponential_vs_H26_Stationary_PEP,0.601923603
H26_Exponential_vs_H26_Stationary_PEP,0.700621749
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.84035402
H26_Exponential_vs_H26_Stationary_PEP,0.730154806
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.389119952
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.200404771
H26_Exponential_vs_H26_Stationary_PEP,0.707739308
H26_Exponential_vs_H26_Stationary_PEP,0.687753839
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.694243157
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.778794709
H26_Exponential_vs_H26_Stationary_PEP,0.754965056
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.739569104
H26_Exponential_vs_H26_Stationary_PEP,0.038119789
H26_Exponential_vs_H26_Stationary_PEP,0.687158311
H26_Exponential_vs_H26_Stationary_PEP,0.001086455
H26_Exponential_vs_H26_Stationary_PEP,0.688051251
H26_Exponential_vs_H26_Stationary_PEP,0.801026519
H26_Exponential_vs_H26_Stationary_PEP,0.659990427
H26_Exponential_vs_H26_Stationary_PEP,0.688942081
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.713057903
H26_Exponential_vs_H26_Stationary_PEP,0.001086455
H26_Exponential_vs_H26_Stationary_PEP,0.692190521
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.745200669
H26_Exponential_vs_H26_Stationary_PEP,0.746467998
H26_Exponential_vs_H26_Stationary_PEP,0.549368795
H26_Exponential_vs_H26_Stationary_PEP,0.705476605
H26_Exponential_vs_H26_Stationary_PEP,0.756688739
H26_Exponential_vs_H26_Stationary_PEP,0.701769818
H26_Exponential_vs_H26_Stationary_PEP,0.689238556
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.708865452
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.714998012
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.747478546
H26_Exponential_vs_H26_Stationary_PEP,0.717477313
H26_Exponential_vs_H26_Stationary_PEP,0.719939759
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.755704838
H26_Exponential_vs_H26_Stationary_PEP,0.709988148
H26_Exponential_vs_H26_Stationary_PEP,0.767328327
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.244724033
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.732005079
H26_Exponential_vs_H26_Stationary_PEP,0.660310135
H26_Exponential_vs_H26_Stationary_PEP,0.618566098
H26_Exponential_vs_H26_Stationary_PEP,0.715550433
H26_Exponential_vs_H26_Stationary_PEP,0.693657837
H26_Exponential_vs_H26_Stationary_PEP,0.650276055
H26_Exponential_vs_H26_Stationary_PEP,0.674739303
H26_Exponential_vs_H26_Stationary_PEP,0.480218853
H26_Exponential_vs_H26_Stationary_PEP,0.693950611
H26_Exponential_vs_H26_Stationary_PEP,0.140388967
H26_Exponential_vs_H26_Stationary_PEP,0.422796151
H26_Exponential_vs_H26_Stationary_PEP,0.732795111
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.712501682
H26_Exponential_vs_H26_Stationary_PEP,0.689238556
H26_Exponential_vs_H26_Stationary_PEP,0.708021168
H26_Exponential_vs_H26_Stationary_PEP,0.734893293
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.689534798
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.753728534
H26_Exponential_vs_H26_Stationary_PEP,0.73931096
H26_Exponential_vs_H26_Stationary_PEP,0.257335925
H26_Exponential_vs_H26_Stationary_PEP,0.001086817
H26_Exponential_vs_H26_Stationary_PEP,0.020373119
H26_Exponential_vs_H26_Stationary_PEP,0.620688364
H26_Exponential_vs_H26_Stationary_PEP,0.708021168
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.681755931
H26_Exponential_vs_H26_Stationary_PEP,0.678721057
H26_Exponential_vs_H26_Stationary_PEP,0.015067797
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.689830807
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.699470112
H26_Exponential_vs_H26_Stationary_PEP,0.001086455
H26_Exponential_vs_H26_Stationary_PEP,0.756934274
H26_Exponential_vs_H26_Stationary_PEP,0.718025974
H26_Exponential_vs_H26_Stationary_PEP,0.001086455
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.496859339
H26_Exponential_vs_H26_Stationary_PEP,0.774860998
H26_Exponential_vs_H26_Stationary_PEP,0.667905458
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.308603177
H26_Exponential_vs_H26_Stationary_PEP,0.197171111
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.703485269
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.482150223
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.698892951
H26_Exponential_vs_H26_Stationary_PEP,0.669157016
H26_Exponential_vs_H26_Stationary_PEP,0.804233361
H26_Exponential_vs_H26_Stationary_PEP,0.794734269
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.719939759
H26_Exponential_vs_H26_Stationary_PEP,0.394312567
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.725889177
H26_Exponential_vs_H26_Stationary_PEP,0.306583896
H26_Exponential_vs_H26_Stationary_PEP,0.722926775
H26_Exponential_vs_H26_Stationary_PEP,0.719939759
H26_Exponential_vs_H26_Stationary_PEP,0.737758101
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.724545663
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.711665758
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.74697364
H26_Exponential_vs_H26_Stationary_PEP,0.714998012
H26_Exponential_vs_H26_Stationary_PEP,0.765418502
H26_Exponential_vs_H26_Stationary_PEP,0.757669823
H26_Exponential_vs_H26_Stationary_PEP,0.645327786
H26_Exponential_vs_H26_Stationary_PEP,0.710268285
H26_Exponential_vs_H26_Stationary_PEP,0.79778726
H26_Exponential_vs_H26_Stationary_PEP,0.701769818
H26_Exponential_vs_H26_Stationary_PEP,0.674431293
H26_Exponential_vs_H26_Stationary_PEP,0.77579077
H26_Exponential_vs_H26_Stationary_PEP,0.396603989
H26_Exponential_vs_H26_Stationary_PEP,0.79582794
H26_Exponential_vs_H26_Stationary_PEP,0.775558571
H26_Exponential_vs_H26_Stationary_PEP,0.738535388
H26_Exponential_vs_H26_Stationary_PEP,0.665390139
H26_Exponential_vs_H26_Stationary_PEP,0.155281238
H26_Exponential_vs_H26_Stationary_PEP,0.558851943
H26_Exponential_vs_H26_Stationary_PEP,0.050382399
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.677194514
H26_Exponential_vs_H26_Stationary_PEP,0.788317238
H26_Exponential_vs_H26_Stationary_PEP,0.710827915
H26_Exponential_vs_H26_Stationary_PEP,0.742396221
H26_Exponential_vs_H26_Stationary_PEP,0.845049666
H26_Exponential_vs_H26_Stationary_PEP,0.675047066
H26_Exponential_vs_H26_Stationary_PEP,0.817766696
H26_Exponential_vs_H26_Stationary_PEP,0.726692873
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.752736107
H26_Exponential_vs_H26_Stationary_PEP,0.275407474
H26_Exponential_vs_H26_Stationary_PEP,0.820000324
H26_Exponential_vs_H26_Stationary_PEP,0.731741344
H26_Exponential_vs_H26_Stationary_PEP,0.625598027
H26_Exponential_vs_H26_Stationary_PEP,0.713613276
H26_Exponential_vs_H26_Stationary_PEP,0.726692873
H26_Exponential_vs_H26_Stationary_PEP,0.750242471
H26_Exponential_vs_H26_Stationary_PEP,0.690422127
H26_Exponential_vs_H26_Stationary_PEP,0.570922562
H26_Exponential_vs_H26_Stationary_PEP,0.655486894
H26_Exponential_vs_H26_Stationary_PEP,0.359308173
H26_Exponential_vs_H26_Stationary_PEP,0.375017948
H26_Exponential_vs_H26_Stationary_PEP,0.664442674
H26_Exponential_vs_H26_Stationary_PEP,0.009722727
H26_Exponential_vs_H26_Stationary_PEP,0.710548207
H26_Exponential_vs_H26_Stationary_PEP,0.782682297
H26_Exponential_vs_H26_Stationary_PEP,0.718299992
H26_Exponential_vs_H26_Stationary_PEP,0.728827267
H26_Exponential_vs_H26_Stationary_PEP,0.724545663
H26_Exponential_vs_H26_Stationary_PEP,0.748988874
H26_Exponential_vs_H26_Stationary_PEP,0.713335695
H26_Exponential_vs_H26_Stationary_PEP,0.724006844
H26_Exponential_vs_H26_Stationary_PEP,0.646653363
H26_Exponential_vs_H26_Stationary_PEP,0.719120806
H26_Exponential_vs_H26_Stationary_PEP,0.696865802
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.827199898
H26_Exponential_vs_H26_Stationary_PEP,0.849672572
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.70858424
H26_Exponential_vs_H26_Stationary_PEP,0.842429175
H26_Exponential_vs_H26_Stationary_PEP,0.746467998
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.718573804
H26_Exponential_vs_H26_Stationary_PEP,0.781087059
H26_Exponential_vs_H26_Stationary_PEP,0.710827915
H26_Exponential_vs_H26_Stationary_PEP,0.686263253
H26_Exponential_vs_H26_Stationary_PEP,0.604499425
H26_Exponential_vs_H26_Stationary_PEP,0.742907799
H26_Exponential_vs_H26_Stationary_PEP,0.731477412
H26_Exponential_vs_H26_Stationary_PEP,0.678111172
H26_Exponential_vs_H26_Stationary_PEP,0.742140151
H26_Exponential_vs_H26_Stationary_PEP,0.725083673
H26_Exponential_vs_H26_Stationary_PEP,0.688348428
H26_Exponential_vs_H26_Stationary_PEP,0.001086455
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.741370816
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.739827059
H26_Exponential_vs_H26_Stationary_PEP,0.870389255
H26_Exponential_vs_H26_Stationary_PEP,0.677500311
H26_Exponential_vs_H26_Stationary_PEP,0.74596162
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.016132027
H26_Exponential_vs_H26_Stationary_PEP,0.643664588
H26_Exponential_vs_H26_Stationary_PEP,0.748988874
H26_Exponential_vs_H26_Stationary_PEP,0.674739303
H26_Exponential_vs_H26_Stationary_PEP,0.713335695
H26_Exponential_vs_H26_Stationary_PEP,0.708021168
H26_Exponential_vs_H26_Stationary_PEP,0.744692443
H26_Exponential_vs_H26_Stationary_PEP,0.688348428
H26_Exponential_vs_H26_Stationary_PEP,0.692190521
H26_Exponential_vs_H26_Stationary_PEP,0.722114588
H26_Exponential_vs_H26_Stationary_PEP,0.704624492
H26_Exponential_vs_H26_Stationary_PEP,0.796700219
H26_Exponential_vs_H26_Stationary_PEP,0.690422127
H26_Exponential_vs_H26_Stationary_PEP,0.724545663
H26_Exponential_vs_H26_Stationary_PEP,0.001086455
H26_Exponential_vs_H26_Stationary_PEP,0.851501746
H26_Exponential_vs_H26_Stationary_PEP,0.678111172
H26_Exponential_vs_H26_Stationary_PEP,0.751491541
H26_Exponential_vs_H26_Stationary_PEP,0.762050157
H26_Exponential_vs_H26_Stationary_PEP,0.678721057
H26_Exponential_vs_H26_Stationary_PEP,0.752736107
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.678416236
H26_Exponential_vs_H26_Stationary_PEP,1
H26_Exponential_vs_H26_Stationary_PEP,0.001086455
